epoch,accuracy,loss,val_accuracy,val_loss
0,0.9409999847412109,0.19942596554756165,0.9685999751091003,0.109276182949543
1,0.9740333557128906,0.09055351465940475,0.9740999937057495,0.09480933099985123
2,0.9818166494369507,0.06457171589136124,0.9757999777793884,0.096956267952919
3,0.9853500127792358,0.052171774208545685,0.9776999950408936,0.08543743193149567
4,0.9887166619300842,0.04133472964167595,0.977400004863739,0.10230584442615509
